hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.nelson.fun,up,mastodon,1,1008,6780,1672130645
tzcafe.com,up,mastodon,230,26973,8419,1612578268
pigeons.club,up,mastodon,11,567,10034,1667783244
masto.deluma.biz,up,mastodon,7,8221,7503,1712206536
drizzle-damp.net,up,mastodon,93,351565,11382,1612578267
masto.bg,up,mastodon,233,3572,11270,1669817383
toot.paris,up,mastodon,41,1953,10853,1676231249
wug.fun,up,mastodon,284,117139,14307,1612578269
benzo.fans,up,mastodon,15,5579,6578,1612578348
computational.agency,up,mastodon,13,11,86,1612578341
aus.social,up,mastodon,25181,2426505,37262,1612578268
mastodon.raumfahrer.net,up,mastodon,7,1476,3170,1673165519
forum.biblenkjv.com,up,mastodon,1,13,4,1716618407
anus-jokes.social,up,mastodon,3,2,134,1675359291
shadowverdon.info,up,mastodon,120,110257,3615,1612578268
mastodon.bluecatnet.work,up,mastodon,3,360,5426,1667291048
sunshinecoast.social,up,mastodon,2,4,1564,1668251248
social.python.it,up,mastodon,10,341,6937,1669660557
fedi.ee,up,mastodon,1,157,4753,1692201192
sloths.chat,up,mastodon,2,7,302,1698923704
social.theindiestone.com,up,mastodon,9,344,10446,1668533242
vmst.io,up,mastodon,2335,272572,27046,1665156351
dwx.social,up,mastodon,3,432,1604,1676475251
newspapers.se,up,mastodon,29,315357,4164,1691488570
huck.social,up,mastodon,3,885,4284,1694720292
gnu.gl,up,mastodon,28,1594,15672,1673582051
becker.pizza,up,mastodon,1,4,6822,1674236980
s.costpap.me,up,mastodon,1,8,3466,1668832699
psiren.eu,up,mastodon,1,9161,6172,1696980183
dev.equel.social,up,mastodon,44,820,8454,1670540195
mastodon.schenkel.net,up,mastodon,1,46,2981,1668204087
snowmastodon.social,up,mastodon,1,98,4579,1675239459
mastodon.shalott.com,up,mastodon,2,67,5658,1671236272
social.makerforums.info,up,mastodon,77,15227,17223,1654264997
lasersare.fun,up,mastodon,16,4864,31673,1669003445
mstdn.zeku.org,up,mastodon,1,7,8076,1676273934
mas.to,up,mastodon,174365,8404335,48042,1612578271
social.hostpath.de,up,mastodon,2,153,14877,1612578266
cromulent.social,up,mastodon,6,152,9976,1667541886
ma.zcx.cc,up,mastodon,1,1258,6546,1667680154
adventures.social,up,mastodon,3,183,7399,1674591645
social.etc-services.de,up,mastodon,6,793,3297,1612579011
connect.daniel.digital,up,mastodon,2,47,3514,1689087004
mastodon.hurley.page,up,mastodon,4,66,4916,1667605044
masto.dopiaza.org,up,mastodon,27,571,9879,1668361015
mastodon.mackners.com,up,mastodon,2,337,7410,1713299522
mastodon.solsystem.social,up,mastodon,3,2,3201,1690133178
postb.org,up,mastodon,9,9,4684,1667790792
masto.gregnewman.io,up,mastodon,1,2623,8418,1676910139
social.hechtinsgefecht.de,up,mastodon,1,525,7125,1689093043
dataplatform.social,up,mastodon,232,9811,14681,1669143588
loci.onl,up,mastodon,20,11847,12193,1612578270
in.unover.se,up,mastodon,2,130,4557,1702816406
mastodon.elte.hu,up,mastodon,3612,9913,13963,1612578266
social.jirutka.cz,up,mastodon,2,553,6241,1692574662
tripleeyegames.social,up,mastodon,2,106,3777,1691427140
partageflex.com,up,mastodon,1,173,666,1708848843
federator.de,up,mastodon,2,55,2932,1702951771
the.unforgiven.pl,up,mastodon,2,27,1774,1668550055
mastodon.0ne.day,up,mastodon,2,3372,11113,1650598736
ilys.fm,up,mastodon,13,2585,12442,1668042229
toot.team.jetzt,up,mastodon,9,6563,6185,1650041056
social.kern.pm,up,mastodon,1,250,6361,1667676943
vivaristics.net,up,mastodon,8,1961,18246,1670601440
social.tupo.space,up,mastodon,3,474,7720,1669323303
socialis.me,up,mastodon,8,77,4064,1696504900
mastodon.granto.cloud,up,mastodon,1,20,5904,1669082117
squeak.social,up,mastodon,98,1444,171342,1666939159
fedi.computernewb.com,up,mastodon,14,10238,6764,1705723553
samenet.social,up,mastodon,89,13032,44168,1667718678
worldtravel.photos,up,mastodon,7,363,8818,1612578710
the1969report.xyz,up,mastodon,2,10,0,1713566189
fedi.andrlik.org,up,mastodon,2,2463,15802,1670014549
mastodon.antonovich.me,up,mastodon,1,22,3073,1688561573
snooker.uk.to,up,mastodon,21,12389,14283,1668266931
freemasonry.social,up,mastodon,10856,315,11518,1668384511
subversive.zone,up,mastodon,84,42175,23986,1612578267
mstdn.kgtkr.net,up,mastodon,6,794,9471,1612578267
normalunicorn.com,up,mastodon,1,45,50421,1667787074
unkomaker.hostdon.ne.jp,up,mastodon,3,133288,7195,1631617087
gay.skid.do,up,mastodon,2,1945,4077,1668528093
shiina.cafe,up,mastodon,4,6749,153351,1626699389
mstdn.social.setsuzokustudio.com,up,mastodon,3,556,1039,1702708431
livers.jp,up,mastodon,114,2894,6263,1612578266
itools.jp,up,mastodon,2,232,10416,1674307393
sns.opencourse.kr,up,mastodon,6,7719,2378,1689496414
mastodon.polariton.space,up,mastodon,1,0,4517,1707919896
hintertupf.ing,up,mastodon,4,388,4129,1701813224
delab.re,up,mastodon,1,84,7805,1612578267
corn.social,up,mastodon,7,976,7023,1665497308
social.colinmartin.com,up,mastodon,2,11,4261,1688843240
slightly.social,up,mastodon,3,1965,11576,1668385919
social.authbypass.com,up,mastodon,1,232,5787,1692027866
omg.wtf.sh,up,mastodon,6,1187,10131,1678186926
social.mcavey.net,up,mastodon,1,0,3129,1667633747
mastodon.wolter.house,up,mastodon,1,2,1,1706594548
toot-toot.wyrihaxim.us,up,mastodon,1,2878,52305,1668971475
uhlmann.social,up,mastodon,3,33,4879,1675155949
ambercons.masto.host,up,mastodon,25,148,1262,1612578270
social.uggs.io,up,mastodon,2,1098,13285,1699964917
structuregeek.social,up,mastodon,3,407,9144,1669804484
reima.rocks,up,mastodon,1,2188,9805,1674292048
kimpire.net,up,mastodon,24,84784,3395,1665193308
don.rag.pub,up,mastodon,1,23,12990,1667719856
brontosin.space,up,mastodon,18,8465,12618,1670952916
mast.fedicity.net,up,mastodon,11,536,257,1680939073
djanzu.tokyo,up,mastodon,9,26279,3429,1612578269
nonsocialand.space,up,mastodon,10,372,10341,1667777524
holme.social,up,mastodon,2,131,6327,1676025873
mastodon.dis.epm.br,up,mastodon,4,2,623,1669522996
goodfeeds.net,up,mastodon,5,102,8158,1669547975
mastodon.wappler.systems,up,mastodon,3,229,4282,1659846792
mastodon.mitmaro.dev,up,mastodon,23,194,4770,1688711890
mastodon.pirati.cz,up,mastodon,383,12738,18847,1612578267
mastodon.deadname.gay,up,mastodon,2,0,1351,1686597681
cysec.social,up,mastodon,6,2402,4409,1703283525
mastodon.accessinformationnews.com,up,mastodon,1,418,5932,1682127921
meow.lgbt,up,mastodon,95,7593,19468,1667567993
seaoco.com,up,mastodon,4,21,6,1612585465
social.diehumanisten.de,up,mastodon,13,560,5532,1667601582
dev.mstdn-jp.site,up,mastodon,5,39,5035,1612578269
justjake.masto.host,up,mastodon,3,9,2653,1674449288
mastodon.grafxgear.com,up,mastodon,1,16,2374,1668064545
social.bat-pike.ts.net,up,mastodon,6,535,7588,1717399452
ginpatu.moe,up,mastodon,9,892,2381,1674198054
lawnerd.org,up,mastodon,1,4,4780,1682635557
yeg.bike,up,mastodon,30,22370,18514,1670476288
toot.cho.pm,up,mastodon,1,6,3391,1668972758
social.shinyuploads.com,up,mastodon,7,43,19,1719529959
mastodon.altearn.xyz,up,mastodon,7,55,6803,1714842697
toad.social,up,mastodon,3126,555246,28422,1667903460
mastodon.strasser.wien,up,mastodon,3,103,6021,1667353315
mastodon.bentasker.co.uk,up,mastodon,5,1861,23929,1668349148
pepple.us,up,mastodon,1,1183,10929,1672680015
my-spaces.social,up,mastodon,4,2547,15451,1651184183
libranigans.com,up,mastodon,3,5923,8645,1688936408
social.fairphone.community,up,mastodon,16,511,11262,1688578084
sheffield.pub,up,mastodon,2,35,7952,1667865063
social.emisocks.com,up,mastodon,2,30659,7681,1612578270
mastodon.fun7.de,up,mastodon,3,4,1891,1668222228
mastodon.nu,up,mastodon,16722,724530,31938,1612579014
shoddy.site,up,mastodon,5,982,13739,1676539866
weekly.org,up,mastodon,5,320,10892,1667872153
social.tcpcat.net,up,mastodon,12,19,5539,1670736141
infoclog.com,up,mastodon,2,52,5339,1701459114
mastodonsweden.se,up,mastodon,483,120400,25362,1667556307
bluebell.social,up,mastodon,5,1182,6503,1668104401
self.regalijan.com,up,mastodon,1,5,1507,1695776082
legal.social,up,mastodon,345,62178,23724,1612578268
kirishima.cloud,up,mastodon,555,2526600,17420,1612578268
masto.chezwam.eu,up,mastodon,4,29,2454,1670168776
mstdn.io,up,mastodon,1092,1573035,43048,1612578270
x.zyi.io,up,mastodon,4,671,4998,1689739102
social.beaware.live,up,mastodon,5,14145,15318,1687764473
mastodon.producttalk.org,up,mastodon,2,2598,6122,1667344389
troet.wandel.social,up,mastodon,3,139,4133,1667841387
mastodon.katniss.top,up,mastodon,2,2,7921,1688273996
social.darc.de,up,mastodon,364,9806,13406,1669295005
mo-na.space,up,mastodon,3,3390,5809,1612578268
mrow.pet,up,mastodon,2,1372,6680,1697929848
mastodon.pundo.com,up,mastodon,7,792,13837,1667899509
mastodon.clusterfucks.nl,up,mastodon,5,1099,17746,1671494438
myprivate.social,up,mastodon,2,778,7736,1669574651
mastodon.ysr.ie,up,mastodon,2,2479,14240,1668294508
niedersachsen.social,up,mastodon,85,22679,6932,1612578266
mastodon.haris.paris,up,mastodon,1,2,2084,1707358528
social.hackerspace.pl,up,mastodon,47,17777,23927,1668706692
mastodon.social.obscuravpn.io,up,mastodon,1,0,16,1696068891
mastodon.joebuhlig.com,up,mastodon,1,6002,4081,1661980408
social.bij1.org,up,mastodon,7,1632,7760,1677605390
tlpbro.nl,up,mastodon,1,2,3377,1689271476
social.hintersphere.com,up,mastodon,4,102,5648,1668904975
camp.smolnet.org,up,mastodon,97,41459,21413,1650070333
travel-friends.chat,up,mastodon,12,1753,16434,1612578267
social.touha.me,up,mastodon,1,7461,23389,1612578270
piupiupiu.com.br,up,mastodon,43,4299,17835,1668069339
mastodon.qassim.uk,up,mastodon,1,187,3990,1702265819
m.xuv.be,up,mastodon,1,997,11933,1665351147
rosaryfaith.com,up,mastodon,47,75,4809,1612578271
romeros.link,up,mastodon,9,96,11083,1668773527
jotboard.masto.host,up,mastodon,2,731,9479,1708586742
mastodon.lettucegarden.net,up,mastodon,1,1,2436,1686442719
toot.cafe,up,mastodon,2880,374010,38673,1612578268
masto.louzao.network,up,mastodon,2,894,12024,1652837076
martianbase.net,up,mastodon,1,2979,8496,1677624049
woz.ap.social,up,mastodon,14,11,27,1693510292
social.crowsnestlanding.com,up,mastodon,3,0,2,1671314758
m.upsilo.net,up,mastodon,1,5315,4664,1612578267
dorset.social,up,mastodon,9,408,5049,1669882984
mstdn.cc,up,mastodon,1,0,2911,1612578267
social.vouaix.com,up,mastodon,5,113,2693,1695319004
hyperspace.mywire.org,up,mastodon,1,189,4864,1712145398
nineworlds.social,up,mastodon,7,72,108,1676958186
timeriver.xyz,up,mastodon,4,256,37,1684915038
mastodon.radio,up,mastodon,3396,312574,34478,1612578266
social.tequatl.co.za,up,mastodon,1,0,4,1715217011
mastodon.krakenhaus.com,up,mastodon,1,1,1047,1697668244
mastodon.madhammer.club,up,mastodon,13,481,9528,1668808199
social.jaypee.solutions,up,mastodon,1,5,1220,1671021358
canzan.chat,up,mastodon,7,0,0,1650871139
oft.social,up,mastodon,1,255,5349,1675808475
libraryland.social,up,mastodon,84,1946,11083,1670093672
social.nestbox.club,up,mastodon,1,16,4536,1710267588
mastodon.washdcmail.com,up,mastodon,1,0,5015,1672359682
superfun.club,up,mastodon,2,778,11679,1697579521
itsmf.online,up,mastodon,8,7,61,1669548830
m.ix.is,up,mastodon,1,149,92887,1651091132
magni.astarbia.com,up,mastodon,2,247,3651,1668451494
mastodon.esparrec.net,up,mastodon,2,10,196,1690197952
vapers.jp,up,mastodon,94,310147,7637,1612578269
osten.social,up,mastodon,14,146,13172,1669239868
mastodontti.fi,up,mastodon,5278,336535,30857,1612578266
geekhaven.social,up,mastodon,8,59,13268,1668904975
norbertmarteau.fr,up,mastodon,16,1775,3,1612578346
akirin.hostdon.ne.jp,up,mastodon,1,1021,7787,1688353367
monads.online,up,mastodon,137,4118764,28981,1612578267
neubau.social,up,mastodon,4,47,6049,1674403246
social.horrorhub.club,up,mastodon,332,100569,23515,1667739771
bots.defencegeeks.net,up,mastodon,36,108158,2936,1679639810
mastodon.me.uk,up,mastodon,2570,389983,37638,1612578270
mastodon.joohanv.nl,up,mastodon,1,5,4941,1684265657
dragon-fly.club,up,mastodon,2159,185922,15938,1612578442
wig.gl,up,mastodon,49,2121,12994,1668840736
mastodon.transparentedge.eu,up,mastodon,5,13,1749,1668857544
mastodon.merkel.info,up,mastodon,4,801,13794,1668963891
is.aaronbsmith.com,up,mastodon,4,15465,17301,1612578269
onlyfeds.cc,up,mastodon,1,47,4057,1612578266
boys-love.xyz,up,mastodon,12,128,25,1694074431
fedi.kcore.org,up,mastodon,4,8410,15413,1667828407
mastodon.adorsaz.ch,up,mastodon,1,248,3390,1672950480
radig.social,up,mastodon,2,4,3558,1675018468
mastodon.chasalin.nl,up,mastodon,10,30911,14328,1612578270
noauthority.social,up,mastodon,2620,566848,14148,1705151215
mrdiamondj.social,up,mastodon,1,662,7957,1690334929
social.johnwarne.com,up,mastodon,3,1162,5697,1676714460
mastodon.spotek.io,up,mastodon,18,4157,11749,1660099257
social.levrailucien.fr,up,mastodon,7,18,940,1669882983
haz.pink,up,mastodon,1,1885,12121,1695318307
drumstodon.net,up,mastodon,687,3681,18113,1669500875
lust4love.eu.org,up,mastodon,109,5949,3830,1681028825
mas.erb.pw,up,mastodon,9,4973,11754,1684781822
mofucloud.com,up,mastodon,2,1,0,1688353367
mastodon.from-de.com,up,mastodon,11,336,7066,1680381102
mastodon.geekcorner.eu.org,up,mastodon,2,28,61461,1672271381
appdot.net,up,mastodon,140,209058,34320,1612578270
xavier.ooo,up,mastodon,1,47,2354,1671456228
yotie.blue,up,mastodon,2,2194,5562,1612578387
maddux.blog,up,mastodon,1,241,5613,1672303576
tlg.link,up,mastodon,1,0,1550,1711998290
wandering.shop,up,mastodon,3749,2015523,43028,1612578269
lgbt.io,up,mastodon,2286,357030,32708,1612578270
piou.foolbazar.eu,up,mastodon,3,414,12366,1668450715
is.a.qute.dog,up,mastodon,1,4880,5183,1612578267
social.pixelpusher.no,up,mastodon,2,204,7789,1668641004
magpie-1.explainablereasoning.net,up,mastodon,214,1694,,1677304929
mona.do,up,mastodon,1466,677356,98239,1658990299
shark.community,up,mastodon,45,11066,17931,1668842992
social.egalwaat.lu,up,mastodon,10,7125,7256,1668904962
m.rvf6.com,up,mastodon,1,10,1077,1681184250
fed.chapple.ie,up,mastodon,1,0,830,1712112387
monocles.social,up,mastodon,72,259,7331,1618088519
mzn-potatochips.me,up,mastodon,27,54781,9591,1612578270
tietz.social,up,mastodon,1,386,5805,1702666754
hexagon.space,up,mastodon,13,682,10909,1667900274
eupolicy.social,up,mastodon,1382,144058,25742,1651860486
nicaloro.com,up,mastodon,20,258,766,1690500895
m.ai6yr.org,up,mastodon,553,961870,22343,1667968492
troot.social,up,mastodon,3,810,18776,1668622718
fotz.cc,up,mastodon,6,4,369,1646330162
mastodon.tinyfox.dev,up,mastodon,24,33084,6772,1675654832
macnemo.social,up,mastodon,2,16,1315,1676324432
social.smekal.at,up,mastodon,4,180,1028,1669601445
mastodon.lajaqueria.org,up,mastodon,7,513,5132,1668910855
mastodon.demortes.com,up,mastodon,5,118,4000,1668548734
toot.houbahouba.de,up,mastodon,5,3873,14450,1667657337
radar.fail,up,mastodon,4,138,11228,1670122000
blasto.cbc.lol,up,mastodon,2,11,3749,1673420548
mastodon.fun,up,mastodon,8124,1112970,21356,1612578387
pilote.me,up,mastodon,4,4323,16003,1668904952
mastodon.rozhlas.cz,up,mastodon,18,9438,7360,1670409121
mastodon.alphapi.me,up,mastodon,2,152,4093,1667193781
tootr.co,up,mastodon,22,23396,18378,1668396226
mstdn.mk39.xyz,up,mastodon,1,589,5357,1612578265
mastodon.c99.org,up,mastodon,1,1028,7962,1651004484
neurodifferent.me,up,mastodon,1096,292103,28163,1667821346
social.ordinal.garden,up,mastodon,37,6218,18534,1612578270
mastodon.fedi.bzh,up,mastodon,103,21053,17484,1612578266
husky.xyz,up,mastodon,2,4,53,1671396204
ifwo.eu,up,mastodon,40,21256,27478,1612578271
don.mosasa.dog,up,mastodon,1,137,1232,1701619730
social.championpictures.at,up,mastodon,1,1,13526,1676127423
blue.yuv.pink,up,mastodon,1,50,7993,1650911695
mstdn.funil.de,up,mastodon,3,717,123676,1669882984
misaka.chat,up,mastodon,2,506,7008,1668059108
social.alyx.to,up,mastodon,0,572,9446,1714927766
thebigeasy.space,up,mastodon,37,1457,15267,1651020347
engasjert.mdg.no,up,mastodon,36,1540,9719,1674576053
social.vermona.com,up,mastodon,3,63,7072,1669433996
social.trizz.io,up,mastodon,2,30,3293,1667237427
toot.upthis.io,up,mastodon,3,3,204,1693320965
uldegrova.com,up,mastodon,14,5649,10027,1668466625
inaccessible.ac,up,mastodon,20,646,17346,1666945062
hyem.tech,up,mastodon,2,2427,10863,1669833881
social.bitwig.community,up,mastodon,161,13177,23777,1651008397
prattohome.com,up,mastodon,1,7415,6637,1679117811
feenix.community,up,mastodon,1,0,123,1711635733
gensokyo.social,up,mastodon,3642,116889,30456,1612578268
mstdn.bgmn.net,up,mastodon,1,117,10426,1676611669
mastodon.parleur.net,up,mastodon,7,38431,16626,1612578268
mastodon.b3lt3r.com,up,mastodon,3,5,267,1719511794
hostc.at,up,mastodon,5,447,5529,1668983198
mastodon.ericlathrop.com,up,mastodon,1,2197,20487,1612578266
mastodon.yyyyy.world,up,mastodon,34,68254,12513,1612578270
social.joshanders.com,up,mastodon,1,227,13620,1671260584
doll.social,up,mastodon,131,19625,2298,1612578270
mstdn.ingrats.net,up,mastodon,4,17990,4966,1671585525
mouth.semperpax.com,up,mastodon,3,77,22,1668707758
mastodon.hugopoi.net,up,mastodon,1,4618,11569,1612578266
social.nerdszondergrenzen.nl,up,mastodon,4,0,24,1689094454
unixspace.online,up,mastodon,1,0,158,1707048668
toulouse.social,up,mastodon,12,2706,8498,1691468951
abide.social,up,mastodon,1,56,1932,1708507712
holycarp.org,up,mastodon,3,57,4053,1668823843
jeunesse-communiste29.masto.host,up,mastodon,3,14,461,1698209008
mastodon.staycuriousandkeepsmil.in,up,mastodon,3,2244,6807,1692520415
social.fischbyte.de,up,mastodon,3,82,2665,1710346890
social.vyvojari.dev,up,mastodon,10,128,1624,1669058408
xn--go8h.xn--yn8h.it.com,up,mastodon,1,3,89,1715049788
666.glitchwit.ch,up,mastodon,14,16429,18176,1650919144
jit.social,up,mastodon,44,2994,14532,1612578269
lackthereof.info,up,mastodon,1,66,3169,1674360656
pets.contact,up,mastodon,13,326,5356,1651598985
mastodon.marguerat.ch,up,mastodon,1,30,1292,1699879934
social.aa.net.uk,up,mastodon,7,1067,3781,1675873376
wersdoerfer.de,up,mastodon,3,613,,1669163515
cansoccer.social,up,mastodon,23,601,8214,1671521995
goodlett.social,up,mastodon,1,20,8361,1675200334
mastodon.staton.us,up,mastodon,3,0,1352,1668912704
grapheneos.social,up,mastodon,6,4450,16254,1669545475
mastodon.zergy.net,up,mastodon,10,10380,12973,1612578268
sheppi.es,up,mastodon,1,108,6020,1671420109
social.auc.edu.au,up,mastodon,1,24,1439,1674980853
mastodon.chaoticqueers.org,up,mastodon,1,3,1940,1690888331
social.juanlu.space,up,mastodon,1,6110,20309,1667385351
untrusted.website,up,mastodon,17,2209,17186,1668316449
colearn.social,up,mastodon,767,32607,9504,1668821230
social.fuzzyoverlords.org,up,mastodon,4,1161,12010,1667715658
covelline.social,up,mastodon,7,752,5729,1678348846
my0.net,up,mastodon,10,12524,12171,1612578265
mastodon.skapmedia.xyz,up,mastodon,6,1,1087,1676610706
social.multiverset.net,up,mastodon,5,665,12581,1668038286
lighttheunicorn.horse,up,mastodon,10,2239,9214,1682287116
mastodon.rafaelbailon.com,up,mastodon,1,482,21162,1668914538
gnurfl.de,up,mastodon,1,83,2844,1705439641
social.quack.social,up,mastodon,3,670,6524,1712680925
jontka.fi,up,mastodon,1,7572,12944,1668070057
xn--eckza.net,up,mastodon,1,734,876,1703759377
intentional.network,up,mastodon,3,107,4869,1673920737
pan.rent,up,mastodon,26,2799,16771,1669216684
mstd.dansmonorage.blue,up,mastodon,28,12619,12886,1620006633
social.gr-al-ch.duckdns.org,up,mastodon,3,50,4669,1667948752
mastodon.debugco.de,up,mastodon,2,13,2702,1668981453
whoneedsabudget.cheap,up,mastodon,7,329,7262,1667284758
social.cozytronics.com,up,mastodon,4,120,5214,1667003597
mastodon.rokugan.fr,up,mastodon,1,0,872,1702418239
truthsocialpro.org,up,mastodon,0,0,0,1635965572
st.mstdn.b-shock.org,up,mastodon,7,77,158,1612578345
barkclub.xyz,up,mastodon,43,2289,7221,1667988049
phouon.com,up,mastodon,31,240,5,1706719710
overland.social,up,mastodon,1,21,1164,1670345216
deadinsi.de,up,mastodon,559,334479,33785,1612578266
shrike.club,up,mastodon,199,1231439,24656,1612578269
social.sveken.au,up,mastodon,3,430,6561,1690364788
mastodon.libresilicon.com,up,mastodon,78,35750,9230,1612578268
fedi.rrr.sh,up,mastodon,6,7129,9707,1707105269
liveplatform.ca,up,mastodon,48,610,4993,1626426253
awp.news,up,mastodon,2,11658,841,1669223835
